id	e2m	m2y	e2m2y	padj	coef	file	method	tissue	trait	treatment	Freq	id_v4	chr	pos	end_position
AC148152.3_FG001	1.67576950747628e-16	5.03451490718732e-07	5.03451490718732e-07	5.03451490718732e-07	0.00896861159413769	res.fixed_mediator_T10_lowN_ts_GRoot.csv	res.fixed	GRoot	T10_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	1.08026814160667e-08	1.08026814160667e-08	4.75317982306933e-07	0.0157858336140178	res.fixed_mediator_T102_lowN_ts_GRoot.csv	res.fixed	GRoot	T102_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	0.000203885062481035	0.000203885062481035	0.00428158631210174	-0.00992601167205958	res.fixed_mediator_T103_lowN_ts_GRoot.csv	res.fixed	GRoot	T103_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	0	1.67576950747628e-16	1.07249248478482e-14	0.0301995297664473	res.fixed_mediator_T105_lowN_ts_GRoot.csv	res.fixed	GRoot	T105_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	0.0011570336113127	0.0011570336113127	0.0347110083393809	-0.00637497940395669	res.fixed_mediator_T109_lowN_ts_GRoot.csv	res.fixed	GRoot	T109_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	2.01587559978123e-08	2.01587559978123e-08	1.8142880398031e-07	0.00181035449002611	res.fixed_mediator_T11_lowN_ts_GRoot.csv	res.fixed	GRoot	T11_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	0.000657137301280919	0.000657137301280919	0.0157712952307421	-0.00113985222617667	res.fixed_mediator_T111_lowN_ts_GRoot.csv	res.fixed	GRoot	T111_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	0.00461297055991805	0.00461297055991805	0.00461297055991805	0.00218780768995568	res.fixed_mediator_T113_lowN_ts_GRoot.csv	res.fixed	GRoot	T113_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	1.13522080624762e-10	1.13522080624762e-10	3.51918449936761e-09	0.00952067812417265	res.fixed_mediator_T127_lowN_ts_GRoot.csv	res.fixed	GRoot	T127_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	7.23332505003782e-12	7.23332505003782e-12	7.23332505003782e-11	0.0338923486566683	res.fixed_mediator_T128_lowN_ts_GRoot.csv	res.fixed	GRoot	T128_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	1.65695632992069e-06	1.65695632992069e-06	1.15986943094448e-05	0.0198447540791763	res.fixed_mediator_T129_lowN_ts_GRoot.csv	res.fixed	GRoot	T129_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	0.00123074086511887	0.00123074086511887	0.00123074086511887	0.0208506599325413	res.fixed_mediator_T13_lowN_ts_GRoot.csv	res.fixed	GRoot	T13_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	7.90589815835574e-12	7.90589815835574e-12	7.90589815835574e-12	-0.00469856796384951	res.fixed_mediator_T132_lowN_ts_GRoot.csv	res.fixed	GRoot	T132_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	3.09806237028809e-05	3.09806237028809e-05	0.000309806237028809	-0.0188997596296881	res.fixed_mediator_T133_lowN_ts_GRoot.csv	res.fixed	GRoot	T133_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
AC148152.3_FG001	1.67576950747628e-16	2.08622790154323e-08	2.08622790154323e-08	1.04311395077161e-07	-0.0359112822062973	res.fixed_mediator_T141_lowN_ts_GRoot.csv	res.fixed	GRoot	T141_lowN	lowN	44	Zm00001d007725	2	238219444	238221798
